,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
6415,koniq,6727094363.jpg,12,80,18,1,0,111,2.07207207207207,0.551225275045787,28.6864406779661,training
6416,koniq,6727591153.jpg,0,0,39,64,4,107,3.67289719626168,0.545577432281346,72.7330508474576,training
6417,koniq,6727661759.jpg,0,11,59,36,1,107,3.25233644859813,0.645645178914234,60.4138655462185,test
6418,koniq,6728176335.jpg,0,2,57,45,3,107,3.45794392523365,0.587292698581456,66.9306722689076,test
6419,koniq,6728215257.jpg,0,0,66,40,1,107,3.39252336448598,0.509476411693017,64.9724576271186,test
6420,koniq,6729160073.jpg,0,4,39,66,2,111,3.59459459459459,0.593577418989429,72.6185344827586,training
6421,koniq,6729759239.jpg,0,0,12,80,9,101,3.97029702970297,0.457284277983717,77.9256756756757,training
6422,koniq,6730791971.jpg,0,2,43,59,2,106,3.57547169811321,0.568173568509905,73.1262376237624,training
6423,koniq,6731073163.jpg,0,3,51,49,1,104,3.46153846153846,0.573239422405291,65.6602564102564,test
6424,koniq,6731198091.jpg,0,0,15,78,9,102,3.94117647058824,0.483869088992539,80.4527027027027,training
6425,koniq,6733542819.jpg,1,5,59,38,0,103,3.30097087378641,0.607711093903304,60.0758928571429,test
6426,koniq,6735104841.jpg,2,7,35,62,5,111,3.54954954954955,0.759649904276949,67.9088983050847,training
6427,koniq,6736392821.jpg,0,35,65,7,0,107,2.73831775700935,0.571929019842775,46.8761682242991,training
6428,koniq,6737389193.jpg,0,5,44,48,4,101,3.5049504950495,0.657628502670583,67.0,training
6429,koniq,6738986329.jpg,0,4,36,49,11,100,3.67,0.725509225553774,70.6666666666667,training
6430,koniq,6739568529.jpg,0,5,74,21,1,101,3.17821782178218,0.517610656844706,57.9789719626168,test
6431,koniq,6739930655.jpg,0,9,76,16,1,102,3.08823529411765,0.528456395467316,59.4439252336449,training
6432,koniq,6741097253.jpg,0,15,71,26,0,112,3.09821428571429,0.59969694191018,57.8333333333333,test
6433,koniq,6743243667.jpg,0,1,28,71,3,103,3.7378640776699,0.523209646590323,76.5758928571429,training
6434,koniq,6745774611.jpg,3,61,43,1,0,108,2.38888888888889,0.560929357894812,36.2,training
6435,koniq,6746049049.jpg,0,7,65,34,1,107,3.27102803738318,0.591928308030625,62.077731092437,training
6436,koniq,6746835381.jpg,0,2,19,78,4,103,3.81553398058252,0.519191921436553,79.8602941176471,test
6437,koniq,6748049411.jpg,1,12,64,29,0,106,3.14150943396226,0.639027225670588,57.3869565217391,training
6438,koniq,6748287295.jpg,0,6,52,32,4,94,3.36170212765957,0.669634209725081,66.3653846153846,test
6439,koniq,6748422197.jpg,0,1,27,70,4,102,3.75490196078431,0.534665149393819,73.9864864864865,training
6440,koniq,6748739885.jpg,2,31,66,10,0,109,2.77064220183486,0.63293887603394,47.1029411764706,training
6441,koniq,6749061363.jpg,0,2,67,33,1,103,3.32038834951456,0.527918447226235,64.6201923076923,validation
6442,koniq,6749191929.jpg,0,8,74,24,0,106,3.15094339622642,0.530811648599867,57.8891304347826,training
6443,koniq,6749380301.jpg,0,2,50,51,1,104,3.49038461538462,0.557302663192804,69.0067567567568,training
6444,koniq,6749631813.jpg,0,0,22,70,15,107,3.93457943925234,0.587142553443228,77.45,training
6445,koniq,6752719165.jpg,0,10,64,32,0,106,3.20754716981132,0.597087871527506,59.2478448275862,training
6446,koniq,6755602871.jpg,1,26,60,23,0,110,2.95454545454545,0.695811368991397,54.3782051282051,training
6447,koniq,6755644805.jpg,0,0,6,88,16,110,4.09090909090909,0.439880186886929,80.68125,training
6448,koniq,6757989209.jpg,0,0,45,62,2,109,3.60550458715596,0.527368530639052,70.4258474576271,training
6449,koniq,6759678037.jpg,81,27,3,0,0,111,1.2972972972973,0.515127426328928,8.41806722689076,training
6450,koniq,6762482065.jpg,0,2,55,42,4,103,3.46601941747573,0.607397759985128,66.3067226890756,training
6451,koniq,6764494191.jpg,3,41,59,6,0,109,2.62385321100917,0.635216364796543,43.0819327731092,training
6452,koniq,6766502563.jpg,0,9,57,39,3,108,3.33333333333333,0.669774686623137,62.05,training
6453,koniq,6766779583.jpg,0,4,49,60,0,113,3.49557522123894,0.568894507627822,66.4260869565217,training
6454,koniq,6766818267.jpg,2,37,55,13,0,107,2.73831775700935,0.691408851523274,48.2121848739496,training
6455,koniq,6769268131.jpg,0,4,43,50,2,99,3.50505050505051,0.612351395946061,67.9839449541284,training
6456,koniq,6769877279.jpg,0,1,36,64,3,104,3.66346153846154,0.550561530172921,73.8026315789474,training
6457,koniq,6771336533.jpg,11,67,28,1,0,107,2.17757009345794,0.611417840515743,31.1272321428571,test
6458,koniq,6772091149.jpg,0,11,73,23,1,108,3.12962962962963,0.581531857077601,59.265625,training
6459,koniq,6775082758.jpg,0,7,61,27,1,96,3.22916666666667,0.589007491091076,61.1071428571429,training
6460,koniq,6775674634.jpg,0,23,64,15,0,102,2.92156862745098,0.608296998034594,52.4457547169811,training
6461,koniq,6776603937.jpg,0,1,78,49,0,128,3.375,0.501964644110527,66.740157480315,test
6462,koniq,6777036983.jpg,0,3,25,72,3,103,3.72815533980583,0.563500522074354,78.5202702702703,training
6463,koniq,6778568929.jpg,0,10,49,49,2,110,3.39090909090909,0.678577229119796,61.7310924369748,training
6464,koniq,677921002.jpg,0,1,47,51,1,100,3.52,0.54085603678359,67.4626168224299,training
6465,koniq,6779633762.jpg,0,4,40,60,1,105,3.55238095238095,0.588037027565055,71.2428571428571,training
6466,koniq,6780493014.jpg,0,1,9,94,6,110,3.95454545454545,0.415002235792886,80.9830508474576,training
6467,koniq,6781694906.jpg,1,12,78,16,0,107,3.01869158878505,0.549121226111612,56.8897058823529,training
6468,koniq,6782077853.jpg,47,92,10,0,0,149,1.75167785234899,0.568378921338911,18.7401960784314,training
6469,koniq,6782624408.jpg,3,53,43,4,0,103,2.46601941747573,0.6233296735855,40.1875,training
6470,koniq,6782627736.jpg,0,0,49,50,1,100,3.52,0.521845985251618,68.8504672897196,training
6471,koniq,6782909752.jpg,0,11,50,41,4,106,3.35849056603774,0.71963852361589,62.875,training
6472,koniq,6784024897.jpg,0,0,26,72,6,104,3.80769230769231,0.522817666278851,75.5446428571429,training
6473,koniq,6784185258.jpg,55,40,3,0,0,98,1.46938775510204,0.559898400810326,11.0833333333333,training
6474,koniq,6785564222.jpg,6,29,54,20,0,109,2.80733944954128,0.799039518563143,47.68125,training
6475,koniq,6785846367.jpg,0,0,43,61,0,104,3.58653846153846,0.494838934727131,69.25,training
6476,koniq,6786638173.jpg,0,2,59,47,0,108,3.41666666666667,0.531705068975115,67.1542056074766,training
6477,koniq,6787512667.jpg,0,0,40,61,1,102,3.61764705882353,0.508231600107372,74.0600961538462,training
6478,koniq,6787714050.jpg,0,7,71,32,2,112,3.25892857142857,0.596469126003533,61.2884615384615,training
6479,koniq,6788163039.jpg,0,7,65,48,1,121,3.35537190082645,0.6035934632437,64.86875,training
6480,koniq,6788530155.jpg,11,66,24,0,0,101,2.12871287128713,0.577293102966486,28.975,training
6481,koniq,6788551083.jpg,66,42,1,0,0,109,1.40366972477064,0.511339309957935,11.0375,training
6482,koniq,6788897458.jpg,0,2,70,65,0,137,3.45985401459854,0.528797172004346,69.5384615384615,training
6483,koniq,6789727386.jpg,0,2,55,50,0,107,3.44859813084112,0.536122431451909,69.3130841121495,training
6484,koniq,6789846783.jpg,56,50,6,0,0,112,1.55357142857143,0.597883439697578,13.4121621621622,training
6485,koniq,6790082633.jpg,1,11,67,24,1,104,3.125,0.633797309181897,56.222972972973,validation
6486,koniq,6791354533.jpg,6,64,33,3,0,106,2.31132075471698,0.622792597857498,35.7478813559322,training
6487,koniq,6791434529.jpg,0,2,37,60,5,104,3.65384615384615,0.603697840726373,72.4508928571429,training
6488,koniq,6791461596.jpg,0,5,78,26,0,109,3.19266055045872,0.499575082782089,60.2058823529412,test
6489,koniq,6791631777.jpg,0,1,25,65,16,107,3.89719626168224,0.643319508036135,79.4845132743363,training
6490,koniq,6793483796.jpg,0,4,63,44,0,111,3.36036036036036,0.552560861194046,67.0,test
6491,koniq,6793575356.jpg,0,12,72,26,0,110,3.12727272727273,0.576434642795271,57.7094594594595,test
6492,koniq,6793966090.jpg,1,3,55,50,1,110,3.42727272727273,0.612695816428967,63.15,training
6493,koniq,6795087227.jpg,16,70,17,3,0,106,2.06603773584906,0.651282513851062,29.39375,validation
6494,koniq,6795803065.jpg,1,58,41,3,0,103,2.44660194174757,0.572715501692198,36.7991071428571,training
6495,koniq,6796559908.jpg,4,68,31,2,0,105,2.2952380952381,0.570489154548862,34.0717391304348,training
6496,koniq,6796759928.jpg,0,4,43,84,3,134,3.64179104477612,0.580419670241638,75.8082706766917,test
6497,koniq,6797193823.jpg,0,31,71,3,0,105,2.73333333333333,0.505102172959299,45.6217391304348,training
6498,koniq,6798093193.jpg,0,7,72,22,1,102,3.16666666666667,0.546516118688917,57.8660714285714,training
6499,koniq,6798101803.jpg,0,4,43,60,0,107,3.52336448598131,0.572083157837716,69.8285714285714,training
6500,koniq,6798563238.jpg,1,25,63,17,0,106,2.90566037735849,0.655065273182284,52.1019417475728,test
6501,koniq,6798891367.jpg,0,1,28,66,7,102,3.77450980392157,0.578609852395438,77.7323008849557,training
6502,koniq,6799140939.jpg,0,12,61,28,1,102,3.17647058823529,0.63576203135491,60.7935779816514,training
6503,koniq,6799306335.jpg,28,68,12,0,0,108,1.85185185185185,0.593025110417193,21.5114678899083,training
6504,koniq,6800438108.jpg,0,0,23,80,9,112,3.875,0.522036897663874,76.4487179487179,training
6505,koniq,6800703361.jpg,0,1,45,59,2,107,3.57943925233645,0.550083753101153,70.5357142857143,training
6506,koniq,6801180487.jpg,2,71,33,1,0,107,2.30841121495327,0.521449629494023,35.05,training
6507,koniq,6801462257.jpg,1,11,62,31,1,106,3.18867924528302,0.663514560749833,60.6102941176471,training
6508,koniq,6801568370.jpg,1,36,61,5,0,103,2.67961165048544,0.580965933883841,44.6071428571429,training
6509,koniq,6803183748.jpg,0,5,81,20,0,106,3.14150943396226,0.466775754160451,58.4553571428571,test
6510,koniq,6803244763.jpg,0,0,30,78,2,110,3.74545454545455,0.477692535492641,73.4977876106195,training
6511,koniq,6803834950.jpg,0,4,58,60,1,123,3.47154471544715,0.577234833765261,70.1524390243902,training
6512,koniq,6803864259.jpg,0,3,71,33,0,107,3.2803738317757,0.510168165455875,62.6,validation
6513,koniq,6804651008.jpg,0,20,77,16,0,113,2.9646017699115,0.565830671601859,54.2436974789916,training
6514,koniq,6805903671.jpg,0,0,30,74,4,108,3.75925925925926,0.509175077217316,76.228813559322,training
6515,koniq,6807214777.jpg,0,16,66,20,0,102,3.03921568627451,0.595720191934298,55.1802884615385,training
6516,koniq,6808449405.jpg,0,3,59,43,3,108,3.42592592592593,0.599122468932278,67.8481308411215,test
6517,koniq,6808473551.jpg,1,29,67,5,0,102,2.74509803921569,0.557332304127295,47.275,training
6518,koniq,6809126683.jpg,0,29,66,5,0,100,2.76,0.534090371802868,46.2614678899083,test
6519,koniq,6809286909.jpg,16,81,8,0,0,105,1.92380952380952,0.474245110579355,22.6918103448276,training
6520,koniq,6810784384.jpg,0,30,68,7,0,105,2.78095238095238,0.554369919210997,47.1554054054054,validation
6521,koniq,6810820079.jpg,0,0,26,81,3,110,3.79090909090909,0.47109971957979,74.6906779661017,training
6522,koniq,6811037194.jpg,8,48,44,5,0,105,2.43809523809524,0.70606996716671,38.1621621621622,test
6523,koniq,6811333589.jpg,0,2,46,88,3,139,3.66187050359712,0.545786984440383,75.7020547945205,training
6524,koniq,6812098169.jpg,0,1,25,71,3,100,3.76,0.514830559553826,75.6284403669725,validation
6525,koniq,6812883252.jpg,0,5,69,66,0,140,3.43571428571429,0.565312853927834,68.9081632653061,training
6526,koniq,6813135887.jpg,0,0,54,46,1,101,3.47524752475248,0.521422274283341,66.1,training
6527,koniq,6813481975.jpg,0,3,70,54,0,127,3.40157480314961,0.538366761746795,68.4637096774194,test
6528,koniq,6813687716.jpg,0,7,59,29,0,95,3.23157894736842,0.573392880402916,62.3642857142857,training
6529,koniq,6814736135.jpg,0,38,62,11,0,111,2.75675675675676,0.621087260978186,46.3050847457627,training
6530,koniq,6814873580.jpg,13,66,25,3,0,107,2.16822429906542,0.665681397366797,31.0189075630252,training
6531,koniq,6815253808.jpg,2,44,59,1,1,107,2.57943925233645,0.599329549589169,42.7126168224299,training
6532,koniq,6815460393.jpg,0,10,65,27,0,102,3.16666666666667,0.581621722757015,57.9789719626168,training
6533,koniq,6817139940.jpg,1,6,72,26,1,106,3.18867924528302,0.587378478571482,59.9285714285714,training
6534,koniq,6818185643.jpg,0,9,46,44,6,105,3.44761904761905,0.733549751615552,65.8620689655172,training
6535,koniq,6818454464.jpg,0,3,47,49,6,105,3.55238095238095,0.650161997282695,69.6013513513514,training
6536,koniq,6818698150.jpg,0,6,56,36,1,99,3.32323232323232,0.603193589736868,64.25,training
6537,koniq,6818984013.jpg,0,31,69,9,0,109,2.79816513761468,0.573808209566535,49.5911016949153,test
6538,koniq,6820819077.jpg,0,3,40,54,1,98,3.54081632653061,0.577380636067711,70.4059633027523,training
6539,koniq,6823375889.jpg,4,28,68,5,0,105,2.7047619047619,0.618991262579839,44.3310810810811,training
6540,koniq,682337857.jpg,0,16,54,35,0,105,3.18095238095238,0.676258831606662,58.603982300885,training
6541,koniq,6823515263.jpg,0,4,58,38,1,101,3.35643564356436,0.575919411304074,64.0928571428571,training
6542,koniq,6824806522.jpg,5,73,21,2,0,101,2.1980198019802,0.548083971307281,30.9929906542056,test
6543,koniq,6825162524.jpg,15,72,20,0,0,107,2.04672897196262,0.572699294966035,28.0378151260504,training
6544,koniq,6825556474.jpg,0,6,68,25,1,100,3.21,0.555868598672293,59.2126168224299,training
6545,koniq,6826290090.jpg,0,3,37,59,4,103,3.62135922330097,0.612236415543079,68.4864864864865,training
6546,koniq,6827213168.jpg,0,33,65,9,0,107,2.77570093457944,0.587742903859208,48.8938053097345,training
6547,koniq,6827495732.jpg,1,18,70,15,0,104,2.95192307692308,0.597402267951459,54.3823529411765,training
6548,koniq,6827830343.jpg,5,74,30,0,0,109,2.22935779816514,0.520559306098236,33.3125,training
6549,koniq,6828049746.jpg,0,1,40,65,4,110,3.65454545454545,0.565626447164065,71.7763157894737,training
6550,koniq,6828526069.jpg,0,2,56,39,1,98,3.39795918367347,0.551283337227311,64.7640186915888,training
6551,koniq,6829189111.jpg,0,2,44,59,0,105,3.54285714285714,0.537597422809103,71.004854368932,training
6552,koniq,6829439085.jpg,2,15,67,23,0,107,3.03738317757009,0.657686534912265,55.5769230769231,test
6553,koniq,6830281130.jpg,0,1,23,72,5,101,3.8019801980198,0.529524352229395,76.1108695652174,test
6554,koniq,6831480328.jpg,0,0,32,64,8,104,3.76923076923077,0.578427215227558,75.6183035714286,training
6555,koniq,6831984052.jpg,0,2,29,75,1,107,3.70093457943925,0.517886730367843,76.3014705882353,validation
6556,koniq,6832136083.jpg,3,58,39,1,0,101,2.37623762376238,0.563053907694722,34.8102678571429,training
6557,koniq,6832446699.jpg,0,30,88,8,0,126,2.82539682539683,0.522752179593583,51.5060975609756,test
6558,koniq,6833109332.jpg,0,2,37,69,4,112,3.66964285714286,0.575606109959227,70.8076923076923,test
6559,koniq,6834245510.jpg,0,5,80,71,1,157,3.43312101910828,0.569231210632313,69.1009316770186,training
6560,koniq,6834514891.jpg,8,78,19,1,0,106,2.12264150943396,0.529201198369576,28.8081896551724,test
6561,koniq,6834902092.jpg,0,8,115,29,0,152,3.13815789473684,0.475204272636476,60.0526315789474,training
6562,koniq,6835007518.jpg,2,68,37,1,0,108,2.34259259259259,0.532355671933666,35.0794392523364,training
6563,koniq,6835820588.jpg,0,7,78,23,0,108,3.14814814814815,0.50815434432866,59.4673913043478,validation
6564,koniq,6836104801.jpg,0,1,39,61,2,103,3.62135922330097,0.544428191746183,71.7347826086957,training
6565,koniq,6836874905.jpg,0,0,43,69,0,112,3.61607142857143,0.488526663712741,68.2954545454545,test
6566,koniq,6837071286.jpg,0,3,46,52,1,102,3.5,0.575919411304074,65.7663551401869,training
6567,koniq,6837228368.jpg,0,2,48,56,2,108,3.53703703703704,0.570717304456499,69.5169491525424,test
6568,koniq,6837388142.jpg,0,13,74,20,0,107,3.06542056074766,0.554076284465623,56.3728813559322,training
6569,koniq,6837541080.jpg,0,1,36,64,5,106,3.68867924528302,0.575089352016914,72.9342105263158,training
6570,koniq,6837662382.jpg,0,0,36,66,2,104,3.67307692307692,0.51089694004347,71.5265486725664,test
6571,koniq,6837956899.jpg,3,15,53,32,1,104,3.125,0.77192861483933,56.6689189189189,training
6572,koniq,6838263860.jpg,4,49,47,4,0,104,2.49038461538462,0.638493255283538,39.6896551724138,validation
6573,koniq,6840130023.jpg,0,1,43,58,4,106,3.61320754716981,0.578516241974426,71.304347826087,validation
6574,koniq,6840500976.jpg,0,7,66,28,1,102,3.22549019607843,0.578609852395438,57.8417431192661,training
6575,koniq,6840900400.jpg,0,1,35,66,3,105,3.67619047619048,0.545880342186223,75.0073529411765,training
6576,koniq,6841095.jpg,9,79,14,0,0,102,2.04901960784314,0.474653620040621,27.0192307692308,training
6577,koniq,6842318096.jpg,0,1,55,50,1,107,3.47663551401869,0.538092269434313,66.5875,training
6578,koniq,6842750557.jpg,15,74,20,1,0,110,2.06363636363636,0.594736434219807,29.4166666666667,test
6579,koniq,6843523713.jpg,1,19,62,25,1,108,3.05555555555556,0.694885633477702,56.2894736842105,test
6580,koniq,6843525285.jpg,0,2,51,74,2,129,3.58914728682171,0.553573661267958,71.5343511450382,test
6581,koniq,6844145276.jpg,0,0,33,67,7,107,3.75700934579439,0.563699396261691,73.8504464285714,training
6582,koniq,6844398521.jpg,0,11,68,28,1,108,3.17592592592593,0.608793869688389,58.3119469026549,training
6583,koniq,6844773508.jpg,0,1,34,69,1,105,3.66666666666667,0.512660231362364,75.5767326732673,training
6584,koniq,6845434524.jpg,0,2,42,66,0,110,3.58181818181818,0.531258125581778,74.1041666666667,training
6585,koniq,6845552547.jpg,0,6,65,28,0,99,3.22222222222222,0.545024911536171,61.8819444444444,training
6586,koniq,6845847924.jpg,1,40,60,3,0,104,2.625,0.560642834922123,42.676724137931,test
6587,koniq,6845848072.jpg,0,2,28,77,4,111,3.74774774774775,0.547198957808492,77.3125,training
6588,koniq,6846284796.jpg,1,1,60,39,1,102,3.37254901960784,0.578861440139363,63.6116071428571,training
6589,koniq,6846869922.jpg,0,5,53,49,2,109,3.44036697247706,0.615106023088559,64.9375,training
6590,koniq,6849285524.jpg,19,69,17,1,0,106,2.0,0.617213399848368,27.2752100840336,validation
6591,koniq,6849557935.jpg,33,61,17,0,0,111,1.85585585585586,0.658467184891574,23.0723684210526,validation
6592,koniq,6849693569.jpg,0,2,40,62,2,106,3.60377358490566,0.563648747140221,71.5337837837838,training
6593,koniq,6850513360.jpg,0,0,37,105,2,144,3.75694444444444,0.461777165674258,78.8913793103448,validation
6594,koniq,6851326367.jpg,4,40,56,8,0,108,2.62962962962963,0.677993088385809,43.8445378151261,training
6595,koniq,6853001361.jpg,0,2,33,72,1,108,3.66666666666667,0.529503382213656,75.1763392857143,training
6596,koniq,6854146276.jpg,0,2,35,64,2,103,3.64077669902913,0.557557153177668,73.1081730769231,validation
6597,koniq,6854228547.jpg,0,7,78,25,0,110,3.16363636363636,0.516290095668838,58.0448717948718,test
6598,koniq,6855935825.jpg,0,0,38,68,4,110,3.69090909090909,0.53750109102436,74.2012711864407,training
6599,koniq,6856483689.jpg,0,13,72,17,1,103,3.05825242718447,0.574375069070326,56.1216814159292,training
6600,koniq,6857581314.jpg,0,3,62,34,2,101,3.34653465346535,0.573334868368503,65.4105504587156,training
6601,koniq,6858600475.jpg,1,9,72,24,0,106,3.12264150943396,0.580686460578041,59.6485148514851,training
6602,koniq,6860404399.jpg,1,50,54,3,0,108,2.5462962962963,0.570034582641014,41.5625,test
