,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
10212,spaq,10213.jpg,37.0,65.0,69.0,63.57,57.71,24.43,2.4893617021276597,training
8274,spaq,08275.jpg,73.9,71.73,84.22,76.11,66.64,76.55,4.059574468085106,training
5717,spaq,05718.jpg,66.0,67.43,71.86,64.0,63.86,67.71,3.723404255319149,test
9376,spaq,09377.jpg,53.0,40.0,54.71,48.71,49.86,50.71,3.1702127659574466,training
2677,spaq,02678.jpg,56.46,66.85,70.62,65.46,62.08,49.57,3.3174468085106383,training
3842,spaq,03843.jpg,47.14,30.57,39.86,48.0,37.86,39.0,2.920851063829787,training
9248,spaq,09249.jpg,41.56,48.11,49.11,45.89,33.67,29.56,2.683404255319149,training
10813,spaq,10814.jpg,19.0,50.57,51.29,42.83,31.5,13.8,1.7234042553191489,training
4740,spaq,04741.jpg,70.83,61.17,63.67,69.33,67.67,74.0,3.928936170212766,test
3710,spaq,03711.jpg,25.14,28.81,35.81,34.67,33.8,26.63,1.9846808510638296,training
1454,spaq,01455.jpg,38.55,43.1,39.1,46.3,46.0,39.9,2.55531914893617,validation
5239,spaq,05240.jpg,4.0,0.2,3.0,0.6,1.6,1.8,1.0851063829787233,training
4205,spaq,04206.jpg,39.36,65.0,65.92,63.0,45.42,35.18,2.589787234042553,test
2051,spaq,02052.jpg,24.0,24.5,34.0,31.25,21.88,19.88,1.9361702127659575,training
10800,spaq,10801.jpg,77.13,75.0,75.88,74.0,77.14,72.88,4.197021276595745,training
3300,spaq,03301.jpg,77.5,72.63,74.13,75.75,76.75,77.29,4.212765957446808,training
8097,spaq,08098.jpg,32.43,38.71,46.86,51.14,50.86,23.0,2.2948936170212764,test
10730,spaq,10731.jpg,35.43,35.14,41.29,37.29,38.43,41.43,2.4225531914893614,training
9371,spaq,09372.jpg,54.13,52.5,51.88,50.75,38.38,46.0,3.2182978723404254,validation
7800,spaq,07801.jpg,31.67,44.5,44.83,38.67,32.5,17.17,2.2625531914893617,training
10247,spaq,10248.jpg,56.63,48.88,64.0,61.5,50.75,48.0,3.32468085106383,test
5792,spaq,05793.jpg,30.78,52.5,51.13,55.13,51.13,19.13,2.22468085106383,training
1880,spaq,01881.jpg,72.67,66.6,75.3,72.0,77.11,65.0,4.007234042553192,training
7904,spaq,07905.jpg,34.86,25.71,40.71,37.86,39.57,38.29,2.3982978723404256,training
3130,spaq,03131.jpg,66.25,70.25,71.88,71.5,60.75,60.25,3.734042553191489,training
899,spaq,00900.jpg,30.5,46.0,55.14,45.43,32.69,20.21,2.2127659574468086,training
9387,spaq,09388.jpg,84.14,81.71,85.86,84.43,78.86,81.86,4.49531914893617,training
4171,spaq,04172.jpg,46.17,43.5,43.5,37.67,45.67,54.5,2.8795744680851065,validation
3749,spaq,03750.jpg,27.17,58.45,47.75,49.55,49.09,18.55,2.071063829787234,training
2495,spaq,02496.jpg,79.2,74.8,79.22,77.44,73.1,77.2,4.285106382978723,test
3310,spaq,03311.jpg,57.11,55.33,65.63,64.22,56.75,40.22,3.3451063829787233,training
813,spaq,00814.jpg,77.5,80.67,78.0,74.83,70.83,79.33,4.212765957446808,training
7823,spaq,07824.jpg,37.0,44.67,53.5,47.0,40.5,34.17,2.4893617021276597,training
7983,spaq,07984.jpg,49.6,40.0,53.2,50.0,54.4,46.8,3.025531914893617,training
6971,spaq,06972.jpg,44.7,61.36,63.18,59.09,38.0,35.7,2.8170212765957445,training
6338,spaq,06339.jpg,14.83,36.5,31.67,29.17,36.17,16.17,1.5459574468085107,training
4350,spaq,04351.jpg,34.93,43.33,49.21,43.14,47.07,33.21,2.401276595744681,validation
9206,spaq,09207.jpg,40.0,44.22,51.89,40.44,45.75,37.44,2.617021276595745,validation
2882,spaq,02883.jpg,44.0,38.76,59.0,47.56,30.38,46.19,2.7872340425531914,training
7985,spaq,07986.jpg,48.5,41.67,60.33,56.83,58.5,55.5,2.978723404255319,training
9121,spaq,09122.jpg,36.0,44.4,72.4,59.6,25.2,27.2,2.4468085106382977,test
4665,spaq,04666.jpg,85.33,83.5,88.33,80.33,85.67,88.0,4.545957446808511,training
10460,spaq,10461.jpg,24.5,50.83,46.67,46.17,14.5,10.5,1.9574468085106385,training
7510,spaq,07511.jpg,23.83,23.17,34.83,33.67,50.83,20.83,1.9289361702127659,training
5735,spaq,05736.jpg,30.11,35.89,35.0,38.11,29.56,18.78,2.1961702127659573,test
7245,spaq,07246.jpg,81.0,83.5,87.0,85.5,90.5,90.0,4.361702127659575,training
5192,spaq,05193.jpg,80.0,77.4,78.4,80.6,76.4,84.4,4.319148936170213,training
3559,spaq,03560.jpg,30.42,55.0,67.18,57.5,55.25,15.36,2.2093617021276595,training
8514,spaq,08515.jpg,24.0,49.11,44.67,48.33,20.22,13.78,1.9361702127659575,training
4057,spaq,04058.jpg,11.58,27.36,26.64,26.18,7.27,4.33,1.407659574468085,training
6231,spaq,06232.jpg,55.33,50.0,44.33,58.67,74.0,72.33,3.2693617021276595,training
3407,spaq,03408.jpg,25.67,25.0,23.0,33.09,59.2,36.8,2.0072340425531916,test
6376,spaq,06377.jpg,30.88,63.25,60.13,52.63,32.38,8.38,2.2289361702127657,training
2251,spaq,02252.jpg,40.27,41.0,32.45,47.6,32.64,41.18,2.6285106382978722,training
548,spaq,00549.jpg,61.45,73.45,70.91,76.1,62.36,52.27,3.529787234042553,validation
7466,spaq,07467.jpg,72.75,68.33,74.89,73.44,67.44,68.67,4.01063829787234,training
6431,spaq,06432.jpg,45.11,63.0,56.44,49.33,44.11,40.89,2.834468085106383,training
10529,spaq,10530.jpg,21.83,17.67,43.5,39.83,38.33,17.67,1.8438297872340423,training
3483,spaq,03484.jpg,65.79,65.69,68.23,65.67,62.86,58.46,3.714468085106383,training
7421,spaq,07422.jpg,79.11,77.89,77.44,78.89,81.5,78.0,4.281276595744681,training
8383,spaq,08384.jpg,85.0,83.0,81.2,84.4,80.4,81.2,4.531914893617022,training
4273,spaq,04274.jpg,67.36,67.36,70.2,67.82,72.5,69.7,3.781276595744681,test
6604,spaq,06605.jpg,18.0,34.4,53.2,35.8,35.8,13.4,1.6808510638297873,training
220,spaq,00221.jpg,78.5,76.45,80.64,72.18,73.58,81.0,4.25531914893617,training
5048,spaq,05049.jpg,34.42,55.36,59.55,53.91,39.42,22.08,2.3795744680851065,training
2041,spaq,02042.jpg,41.29,50.71,49.29,41.33,46.57,42.86,2.6719148936170214,training
4451,spaq,04452.jpg,61.8,45.33,63.8,61.4,67.67,61.8,3.5446808510638297,training
8968,spaq,08969.jpg,44.38,53.75,63.0,66.25,50.25,27.38,2.803404255319149,validation
2756,spaq,02757.jpg,24.53,51.28,55.47,39.2,36.7,17.43,1.958723404255319,training
896,spaq,00897.jpg,29.5,57.47,59.13,48.47,37.27,20.13,2.1702127659574466,training
8593,spaq,08594.jpg,33.5,47.5,55.75,50.5,24.25,21.0,2.3404255319148937,training
2311,spaq,02312.jpg,77.69,68.31,75.15,72.0,65.57,73.62,4.220851063829787,training
5697,spaq,05698.jpg,37.88,42.0,43.0,38.0,39.38,21.14,2.526808510638298,training
3940,spaq,03941.jpg,32.33,52.3,51.0,53.6,47.7,19.89,2.2906382978723405,training
8897,spaq,08898.jpg,48.71,48.86,54.43,49.14,33.86,49.29,2.987659574468085,validation
6178,spaq,06179.jpg,24.71,31.29,42.71,38.0,25.57,17.86,1.9663829787234044,training
9226,spaq,09227.jpg,85.56,83.89,81.33,80.89,80.0,82.56,4.555744680851064,training
6080,spaq,06081.jpg,61.44,68.11,63.56,65.67,54.44,60.67,3.5293617021276593,training
8177,spaq,08178.jpg,80.8,82.6,79.4,78.0,82.8,82.6,4.353191489361702,training
7325,spaq,07326.jpg,23.67,68.0,62.67,70.0,53.33,25.33,1.922127659574468,training
6319,spaq,06320.jpg,67.5,73.0,72.5,64.17,74.33,79.67,3.7872340425531914,test
2282,spaq,02283.jpg,28.8,60.0,67.0,62.56,38.3,22.5,2.1404255319148935,training
7395,spaq,07396.jpg,7.8,15.0,25.8,24.4,18.8,8.4,1.2468085106382978,training
52,spaq,00053.jpg,71.0,64.83,68.17,84.6,74.67,76.67,3.9361702127659575,training
10822,spaq,10823.jpg,75.43,76.43,80.14,77.14,81.0,81.0,4.12468085106383,training
6481,spaq,06482.jpg,50.75,59.75,72.25,64.13,43.0,45.75,3.074468085106383,test
7723,spaq,07724.jpg,33.4,25.0,50.4,30.4,46.4,40.6,2.3361702127659574,test
9771,spaq,09772.jpg,74.91,77.08,73.08,79.0,73.83,74.5,4.102553191489362,training
2539,spaq,02540.jpg,46.64,54.36,50.64,51.09,33.56,37.45,2.8995744680851065,validation
8826,spaq,08827.jpg,33.89,63.22,64.89,65.25,40.0,17.75,2.3570212765957446,training
2960,spaq,02961.jpg,20.71,40.78,52.63,42.38,42.22,16.67,1.7961702127659573,test
7359,spaq,07360.jpg,70.0,66.6,75.4,65.6,62.6,71.8,3.8936170212765955,training
4873,spaq,04874.jpg,65.64,70.4,66.36,66.0,63.36,65.2,3.7080851063829785,test
7712,spaq,07713.jpg,23.8,30.4,45.6,32.2,41.4,17.4,1.927659574468085,training
2443,spaq,02444.jpg,69.38,64.75,61.75,65.25,55.25,60.5,3.867234042553191,training
7433,spaq,07434.jpg,35.25,33.86,48.38,40.71,29.75,31.0,2.4148936170212765,training
5828,spaq,05829.jpg,48.67,48.67,48.33,42.33,39.83,48.67,2.9859574468085106,training
1809,spaq,01810.jpg,27.92,36.0,44.08,42.64,34.0,21.57,2.1029787234042554,test
4957,spaq,04958.jpg,66.43,61.14,69.71,63.71,62.57,63.71,3.7417021276595746,validation
5767,spaq,05768.jpg,54.38,43.88,56.25,59.86,44.75,44.56,3.2289361702127657,training
3029,spaq,03030.jpg,42.43,27.57,47.29,41.0,51.86,51.86,2.7204255319148936,test
4715,spaq,04716.jpg,75.71,78.14,76.83,66.57,79.0,73.29,4.136595744680851,training
10300,spaq,10301.jpg,27.86,53.29,61.0,56.14,45.29,19.14,2.1004255319148935,test
8594,spaq,08595.jpg,74.4,70.8,78.4,78.6,67.4,72.8,4.080851063829788,training
1894,spaq,01895.jpg,61.44,63.0,66.78,60.22,60.22,56.44,3.5293617021276593,training
5884,spaq,05885.jpg,65.2,65.6,54.6,64.0,62.45,69.6,3.6893617021276595,validation
9138,spaq,09139.jpg,28.14,16.57,41.86,33.43,32.71,29.14,2.1123404255319147,training
4911,spaq,04912.jpg,19.0,23.14,35.29,27.0,34.57,12.71,1.7234042553191489,training
10176,spaq,10177.jpg,85.5,64.67,79.33,77.86,81.57,80.14,4.553191489361702,training
10397,spaq,10398.jpg,46.17,60.5,64.83,61.0,51.0,35.17,2.8795744680851065,training
8272,spaq,08273.jpg,20.44,41.6,50.44,41.89,19.5,16.1,1.78468085106383,training
10767,spaq,10768.jpg,44.29,60.29,73.43,60.14,65.83,33.86,2.7995744680851065,training
172,spaq,00173.jpg,35.11,33.11,48.22,40.44,29.22,26.0,2.408936170212766,training
53,spaq,00054.jpg,19.33,47.67,41.67,46.5,31.0,14.17,1.7374468085106383,training
7608,spaq,07609.jpg,43.6,53.6,53.4,52.6,48.6,30.8,2.7702127659574467,training
7739,spaq,07740.jpg,41.0,45.2,58.4,41.2,49.4,38.8,2.6595744680851063,training
5703,spaq,05704.jpg,44.57,46.57,48.43,43.57,44.29,45.57,2.8114893617021277,test
7587,spaq,07588.jpg,48.2,52.8,55.8,56.0,36.6,47.2,2.9659574468085106,training
7375,spaq,07376.jpg,14.2,34.2,41.2,36.8,21.2,11.0,1.5191489361702128,training
6667,spaq,06668.jpg,38.33,35.17,39.17,42.0,38.33,33.17,2.5459574468085107,training
7714,spaq,07715.jpg,37.2,40.2,58.4,47.0,26.8,42.2,2.497872340425532,training
6124,spaq,06125.jpg,80.5,71.14,77.86,79.43,78.43,80.0,4.340425531914893,training
5708,spaq,05709.jpg,28.71,27.29,34.57,30.71,39.0,13.17,2.136595744680851,training
9533,spaq,09534.jpg,25.0,31.67,41.33,37.0,33.33,19.0,1.978723404255319,validation
1369,spaq,01370.jpg,57.17,62.17,61.08,65.33,62.0,56.33,3.347659574468085,validation
4681,spaq,04682.jpg,85.29,86.29,87.43,83.43,83.43,87.14,4.544255319148936,training
3054,spaq,03055.jpg,25.29,50.29,40.71,42.71,26.71,17.71,1.991063829787234,training
1308,spaq,01309.jpg,73.0,63.33,74.09,63.33,65.55,74.58,4.0212765957446805,training
1603,spaq,01604.jpg,63.07,53.15,63.5,58.93,66.86,71.07,3.598723404255319,test
4474,spaq,04475.jpg,38.0,36.5,49.38,46.75,34.5,22.0,2.5319148936170213,training
4499,spaq,04500.jpg,58.86,49.57,68.67,69.14,61.86,70.0,3.419574468085106,test
5525,spaq,05526.jpg,25.5,56.25,56.38,44.57,37.75,16.38,2.0,test
8375,spaq,08376.jpg,44.4,36.2,50.4,49.8,50.6,42.6,2.804255319148936,training
9664,spaq,09665.jpg,63.25,43.0,43.0,66.5,71.5,71.0,3.606382978723404,training
3792,spaq,03793.jpg,45.71,54.0,49.67,48.17,32.57,38.17,2.86,training
3580,spaq,03581.jpg,50.82,63.5,60.8,53.0,45.45,53.91,3.077446808510638,test
6348,spaq,06349.jpg,61.67,65.67,64.5,61.33,59.0,57.67,3.539148936170213,training
9648,spaq,09649.jpg,24.67,39.33,38.5,39.33,25.83,17.83,1.9646808510638296,training
8919,spaq,08920.jpg,11.0,18.38,33.63,22.88,24.0,4.29,1.3829787234042552,training
9009,spaq,09010.jpg,32.17,46.33,54.33,55.67,37.5,13.17,2.2838297872340427,validation
10282,spaq,10283.jpg,63.88,65.13,68.38,69.13,71.25,57.75,3.633191489361702,training
3617,spaq,03618.jpg,37.27,55.55,58.0,44.55,42.36,28.55,2.500851063829787,training
9584,spaq,09585.jpg,24.71,36.71,38.71,29.57,26.57,20.86,1.9663829787234044,training
3816,spaq,03817.jpg,38.5,48.17,46.17,47.17,53.33,36.83,2.5531914893617023,training
3362,spaq,03363.jpg,68.33,63.8,74.7,65.6,67.44,61.8,3.8225531914893613,test
10526,spaq,10527.jpg,78.17,73.33,78.5,71.67,75.5,73.5,4.241276595744681,training
684,spaq,00685.jpg,76.0,65.5,69.5,70.13,73.71,64.5,4.148936170212766,training
8286,spaq,08287.jpg,81.45,77.67,82.45,83.27,79.73,79.75,4.3808510638297875,training
7901,spaq,07902.jpg,15.2,18.2,23.4,21.8,24.0,17.8,1.5617021276595744,training
8076,spaq,08077.jpg,62.86,68.57,67.71,63.0,69.33,70.14,3.589787234042553,training
2477,spaq,02478.jpg,42.0,56.3,52.1,57.8,42.3,33.7,2.702127659574468,training
5342,spaq,05343.jpg,43.5,62.14,53.25,59.88,31.88,23.0,2.7659574468085104,training
1322,spaq,01323.jpg,70.4,63.18,70.6,64.64,64.55,64.91,3.9106382978723406,test
5294,spaq,05295.jpg,74.88,75.13,80.38,80.75,72.0,78.29,4.101276595744681,training
8137,spaq,08138.jpg,38.29,37.57,59.71,53.0,56.0,31.86,2.544255319148936,training
10836,spaq,10837.jpg,33.5,57.33,53.33,50.83,25.67,15.67,2.3404255319148937,validation
626,spaq,00627.jpg,40.81,50.94,50.2,46.67,26.2,34.5,2.6514893617021276,training
5715,spaq,05716.jpg,44.86,47.57,48.14,42.71,56.57,26.43,2.8238297872340423,training
2153,spaq,02154.jpg,81.47,78.06,80.81,74.0,65.94,74.4,4.381702127659574,training
2536,spaq,02537.jpg,73.0,73.44,77.11,73.63,74.88,78.44,4.0212765957446805,training
6167,spaq,06168.jpg,56.43,52.43,56.86,55.0,65.71,65.71,3.3161702127659574,validation
8416,spaq,08417.jpg,79.0,83.33,72.33,79.0,72.33,74.67,4.276595744680851,training
3273,spaq,03274.jpg,51.94,60.78,65.56,64.78,56.11,41.72,3.125106382978723,training
4436,spaq,04437.jpg,68.89,63.89,62.33,63.44,61.11,68.67,3.8463829787234043,training
9672,spaq,09673.jpg,74.5,75.25,80.75,76.75,76.5,79.75,4.085106382978723,training
9042,spaq,09043.jpg,10.33,12.17,15.5,18.33,28.5,15.67,1.354468085106383,training
10602,spaq,10603.jpg,33.14,55.71,53.14,59.43,48.43,18.67,2.3251063829787233,training
4728,spaq,04729.jpg,74.83,64.5,80.33,71.33,68.33,69.17,4.099148936170213,training
1864,spaq,01865.jpg,51.78,57.22,67.56,55.11,63.11,52.67,3.1182978723404253,training
2513,spaq,02514.jpg,28.0,46.22,43.56,30.63,28.56,19.75,2.106382978723404,training
6998,spaq,06999.jpg,74.64,77.67,73.83,72.58,82.36,71.64,4.091063829787234,training
9809,spaq,09810.jpg,31.14,58.57,52.57,52.71,34.14,17.57,2.2399999999999998,training
8327,spaq,08328.jpg,66.11,71.0,74.67,80.88,63.1,66.5,3.7280851063829785,test
5319,spaq,05320.jpg,45.71,54.71,53.57,54.71,44.43,44.71,2.86,validation
1394,spaq,01395.jpg,42.09,56.91,52.36,51.73,24.33,24.6,2.705957446808511,test
9357,spaq,09358.jpg,31.25,59.5,48.75,45.75,43.0,18.88,2.24468085106383,training
3074,spaq,03075.jpg,35.2,41.4,52.2,47.2,29.0,28.4,2.4127659574468088,training
8012,spaq,08013.jpg,79.0,78.2,81.0,80.4,78.8,77.2,4.276595744680851,training
7097,spaq,07098.jpg,56.75,42.0,43.25,39.75,56.75,67.0,3.329787234042553,training
7291,spaq,07292.jpg,92.67,94.33,95.0,94.67,96.67,91.67,4.858297872340426,training
8291,spaq,08292.jpg,58.33,61.2,70.67,69.56,55.0,53.4,3.3970212765957446,test
3728,spaq,03729.jpg,75.08,75.83,78.42,77.18,77.64,71.09,4.109787234042553,training
3306,spaq,03307.jpg,19.0,17.17,27.14,25.86,25.71,18.14,1.7234042553191489,training
5470,spaq,05471.jpg,75.38,73.0,81.38,75.25,74.13,68.13,4.122553191489361,training
7551,spaq,07552.jpg,67.83,75.33,71.0,68.5,62.17,65.17,3.801276595744681,training
9331,spaq,09332.jpg,33.78,60.33,65.44,49.67,48.33,16.89,2.352340425531915,training
3158,spaq,03159.jpg,24.71,68.14,51.57,55.14,44.14,16.71,1.9663829787234044,training
2747,spaq,02748.jpg,55.16,43.68,57.91,47.63,52.16,65.19,3.262127659574468,test
2639,spaq,02640.jpg,29.8,24.5,36.18,28.91,42.09,28.64,2.1829787234042555,training
1292,spaq,01293.jpg,50.92,33.0,53.62,49.0,68.36,70.15,3.0817021276595744,training
417,spaq,00418.jpg,45.81,36.59,45.44,43.0,50.94,40.71,2.864255319148936,training
2088,spaq,02089.jpg,46.43,46.57,54.14,50.86,40.43,45.71,2.89063829787234,training
1127,spaq,01128.jpg,56.4,57.6,63.0,60.67,47.7,46.6,3.3148936170212764,test
11058,spaq,11059.jpg,20.0,19.2,36.67,19.5,26.67,21.17,1.7659574468085106,training
8149,spaq,08150.jpg,77.29,75.29,76.86,78.14,72.29,76.86,4.203829787234043,training
180,spaq,00181.jpg,43.56,54.2,51.2,50.5,32.4,30.4,2.7685106382978724,training
3637,spaq,03638.jpg,59.18,68.8,66.0,56.64,58.18,53.64,3.433191489361702,training
4544,spaq,04545.jpg,73.86,68.14,72.17,74.43,66.57,72.29,4.057872340425532,training
4207,spaq,04208.jpg,26.58,61.45,63.5,51.17,43.42,18.23,2.0459574468085107,validation
3444,spaq,03445.jpg,65.46,63.46,65.08,64.75,70.15,68.92,3.700425531914893,training
4530,spaq,04531.jpg,65.57,62.0,75.67,72.43,71.71,70.0,3.7051063829787227,validation
2226,spaq,02227.jpg,71.67,76.33,76.0,75.83,72.17,80.33,3.9646808510638296,training
2544,spaq,02545.jpg,58.82,53.09,57.45,54.27,57.4,60.82,3.417872340425532,test
9816,spaq,09817.jpg,11.38,17.71,33.38,18.57,22.75,6.71,1.3991489361702127,training
1806,spaq,01807.jpg,15.0,21.15,24.91,22.0,36.77,27.54,1.5531914893617023,training
10869,spaq,10870.jpg,80.33,76.33,87.17,82.17,82.67,84.83,4.3331914893617025,training
7650,spaq,07651.jpg,23.67,40.0,52.83,40.33,36.83,26.0,1.922127659574468,training
9011,spaq,09012.jpg,63.33,59.17,62.17,59.67,58.67,62.0,3.6097872340425528,test
6011,spaq,06012.jpg,76.75,72.0,74.5,78.25,67.75,73.75,4.180851063829787,training
8023,spaq,08024.jpg,21.0,27.6,24.0,23.2,24.4,23.0,1.8085106382978724,training
7242,spaq,07243.jpg,38.5,28.0,35.0,41.5,43.5,43.0,2.5531914893617023,training
5705,spaq,05706.jpg,53.57,61.43,65.57,58.14,54.29,39.0,3.194468085106383,training
399,spaq,00400.jpg,80.33,76.67,79.58,77.65,78.53,79.84,4.3331914893617025,training
2005,spaq,02006.jpg,31.27,46.9,47.3,47.2,43.45,25.0,2.245531914893617,training
7079,spaq,07080.jpg,25.25,55.25,52.0,50.25,49.75,11.5,1.9893617021276597,training
5904,spaq,05905.jpg,36.5,62.0,59.0,60.3,28.82,22.73,2.4680851063829787,training
7460,spaq,07461.jpg,82.0,82.13,84.5,83.38,83.0,83.63,4.404255319148936,training
2060,spaq,02061.jpg,57.63,65.71,63.38,59.63,48.5,61.5,3.3672340425531915,test
5508,spaq,05509.jpg,61.88,68.0,71.25,60.75,61.88,58.63,3.548085106382979,training
3036,spaq,03037.jpg,30.0,45.0,49.83,33.0,30.17,15.83,2.1914893617021276,training
9280,spaq,09281.jpg,10.83,19.67,31.83,19.5,18.33,7.5,1.3757446808510638,training
970,spaq,00971.jpg,36.1,31.6,45.9,40.4,50.2,38.0,2.451063829787234,training
6854,spaq,06855.jpg,68.33,64.0,67.67,74.67,64.67,73.0,3.8225531914893613,test
9702,spaq,09703.jpg,75.75,71.25,75.75,75.75,79.75,73.25,4.138297872340425,training
539,spaq,00540.jpg,35.45,49.64,54.36,49.82,46.0,24.27,2.423404255319149,training
1389,spaq,01390.jpg,44.55,57.45,71.09,68.45,45.75,36.27,2.81063829787234,training
6573,spaq,06574.jpg,76.25,72.88,76.5,77.0,76.13,79.57,4.159574468085107,training
8549,spaq,08550.jpg,80.75,71.5,72.25,77.75,65.0,81.75,4.351063829787234,training
8922,spaq,08923.jpg,61.71,46.86,68.0,69.29,63.43,68.0,3.540851063829787,training
5978,spaq,05979.jpg,32.6,61.6,55.6,59.2,45.8,26.8,2.302127659574468,test
10544,spaq,10545.jpg,29.0,60.17,62.17,55.0,42.33,20.33,2.148936170212766,training
1412,spaq,01413.jpg,32.86,66.5,55.29,57.85,46.93,15.54,2.313191489361702,training
5307,spaq,05308.jpg,14.88,20.75,32.88,25.5,36.13,11.13,1.5480851063829788,validation
5115,spaq,05116.jpg,28.82,59.64,59.0,52.36,39.8,11.64,2.1412765957446807,training
3293,spaq,03294.jpg,81.71,69.71,80.57,80.29,76.14,85.0,4.391914893617021,training
2052,spaq,02053.jpg,76.14,73.0,82.29,76.86,76.71,81.71,4.154893617021276,training
7558,spaq,07559.jpg,49.2,65.4,63.4,62.4,56.0,31.6,3.008510638297872,test
10587,spaq,10588.jpg,37.43,17.43,35.29,22.14,37.83,60.0,2.507659574468085,training
7357,spaq,07358.jpg,19.6,26.0,29.0,19.6,20.0,11.6,1.7489361702127662,training
2799,spaq,02800.jpg,65.43,52.21,71.43,64.14,61.71,64.87,3.699148936170213,test
7547,spaq,07548.jpg,30.43,65.0,56.57,55.57,53.71,26.14,2.2097872340425533,test
4096,spaq,04097.jpg,25.18,44.25,47.17,47.58,30.75,21.64,1.9863829787234044,training
3646,spaq,03647.jpg,70.55,74.73,75.9,70.18,67.55,70.18,3.917021276595744,training
7050,spaq,07051.jpg,69.86,79.5,67.86,80.83,77.17,77.5,3.887659574468085,training
9245,spaq,09246.jpg,62.83,61.5,66.83,65.5,61.67,64.33,3.588510638297872,training
9739,spaq,09740.jpg,44.11,62.8,67.0,60.3,55.6,31.67,2.791914893617021,training
9188,spaq,09189.jpg,46.9,51.7,46.3,40.6,48.4,51.0,2.91063829787234,training
4779,spaq,04780.jpg,74.7,78.09,78.64,76.8,71.82,79.6,4.093617021276596,training
6495,spaq,06496.jpg,35.0,46.86,50.57,44.29,39.43,31.14,2.404255319148936,training
8845,spaq,08846.jpg,68.63,60.63,74.29,69.5,71.63,72.88,3.8353191489361698,test
6676,spaq,06677.jpg,50.33,38.0,48.5,45.17,47.67,48.17,3.056595744680851,test
6208,spaq,06209.jpg,68.0,64.13,70.13,68.88,65.88,70.0,3.808510638297872,training
8802,spaq,08803.jpg,42.4,30.2,49.0,46.2,60.6,28.4,2.7191489361702126,test
10439,spaq,10440.jpg,10.6,26.0,28.67,15.0,18.0,5.5,1.3659574468085105,training
3869,spaq,03870.jpg,65.71,67.5,69.29,71.43,61.33,66.93,3.7110638297872334,validation
5977,spaq,05978.jpg,43.33,29.33,58.0,60.33,53.33,50.33,2.758723404255319,training
4035,spaq,04036.jpg,24.25,62.33,58.25,49.64,49.75,19.83,1.9468085106382977,training
5546,spaq,05547.jpg,32.17,49.67,47.67,38.67,40.33,22.5,2.2838297872340427,test
763,spaq,00764.jpg,65.33,72.07,73.8,69.07,66.73,70.47,3.6948936170212763,training
2911,spaq,02912.jpg,23.06,28.41,44.06,37.41,13.24,12.5,1.8961702127659574,test
1863,spaq,01864.jpg,87.13,86.88,88.89,78.89,87.38,85.89,4.622553191489361,training
3738,spaq,03739.jpg,57.46,55.15,56.0,57.0,66.33,61.23,3.36,training
5285,spaq,05286.jpg,38.14,61.57,55.57,61.86,48.43,28.43,2.537872340425532,training
7807,spaq,07808.jpg,73.33,72.0,69.5,67.83,69.17,72.67,4.03531914893617,training
9551,spaq,09552.jpg,31.33,40.33,44.33,40.0,29.5,22.17,2.2480851063829785,training
4156,spaq,04157.jpg,69.67,71.5,71.0,62.67,79.33,63.67,3.879574468085106,test
10876,spaq,10877.jpg,39.8,41.6,43.2,41.6,38.4,43.8,2.608510638297872,training
3281,spaq,03282.jpg,82.7,84.33,84.89,84.26,80.55,81.6,4.43404255319149,training
5321,spaq,05322.jpg,29.5,58.29,46.88,45.38,22.5,15.0,2.1702127659574466,training
711,spaq,00712.jpg,8.82,12.21,13.24,9.6,16.71,8.71,1.2902127659574467,training
4917,spaq,04918.jpg,30.14,41.14,44.86,43.29,37.57,28.14,2.1974468085106382,training
